id	pred_score
1	0.9840387012788759
2	0.7200348493966435
3	0.4799420802029173
4	0.5981350840198918
5	0.3946135678416711
6	0.7770473369243428
7	0.21819799362429915
8	0.7094830745953108
9	0.28030316658826415
10	0.8296755544727873
11	0.26866133123954605
12	0.9723386017920989
13	0.7549841611868469
14	0.32186633109857277
15	0.1746985616604545
16	0.9594795603263585
17	0.03580782304617203
18	0.9500130832426039
19	0.24963541484098895
20	0.563915553664989
21	0.11988499067025182
22	0.2589045044397762
23	0.5312005760305353
24	0.1405503451217638
25	0.8652373521032425
26	0.26559602964204854
27	0.8235121677222016
28	0.6262316510517086
29	0.06441126335288827
30	0.08693255952864665
31	0.7436454596821354
32	0.7961606800944118
33	0.617591418040762
34	0.8943712673020408
35	0.09390804120974505
36	0.14767552604060874
37	0.5333832523193405
38	0.8077342981658031
39	0.07522238832758665
40	0.8665451404806355
41	0.40062182378118616
42	0.6324163742691071
43	0.12258277760252312
44	0.5963653834158132
45	0.662386203844399
46	0.3319954044597374
47	0.2466245169704393
48	0.28936359346242113
49	0.204492059630192
50	0.6881362621662547
51	0.9180319716471994
52	0.8963954358365736
53	0.9984256700014292
54	0.8962108781993232
55	0.321541934286518
56	0.15966225070604978
57	0.672355732294748
58	0.2016044374662459
59	0.9615446426754672
60	0.008063825400152824
61	0.7562138913223354
62	0.1454271707919138
63	0.10889703422771102
64	0.7996422092772945
65	0.7217160203735079
66	0.26112627759338103
67	0.525115394652803
68	0.6197599628799018
69	0.08512942676647317
70	0.40346550825622973
71	0.30487683152544276
72	0.18491231787213036
73	0.06727419558375025
74	0.915668686211624
75	0.3517157793649853
76	0.6523837972433214
77	0.29764893906909995
78	0.5435068307760623
79	0.01051280242967978
80	0.8829893189047117
81	0.014455989296989324
82	0.9848110101512954
83	0.7737597837397191
84	0.6633233965158343
85	0.18552906105862588
86	0.5319111812754121
87	0.47184700977534855
88	0.5588981567933606
89	0.14477685510882887
90	0.39662008419629124
91	0.7779766441767916
92	0.24631431944455295
93	0.4230570126950912
94	0.5813663744070738
95	0.9134939385615664
96	0.7265041721227451
97	0.37048853430220363
98	0.4599420976683213
99	0.7332788189730214
100	0.43864239956441975
101	0.5401596944593124
102	0.5692486403147831
103	0.946724481533198
104	0.9383575308415215
105	0.7045696941354043
106	0.6938823442933065
107	0.534763757789018
108	0.8926532393600516
109	0.18345064912235265
110	0.4017194440287939
111	0.30323532636208894
112	0.5724382772739358
113	0.820267192638749
114	0.21297731189439284
115	0.3900713208925929
116	0.6353799705353367
117	0.2569861415964281
118	0.6928437515335836
119	0.3135725551016527
120	0.7700603245991019
121	0.07782080297221317
122	0.3234128797817952
123	0.6731245972275561
124	0.9151037461752085
125	0.2581519230143646
126	0.8635904537582056
127	0.88907746599383
128	0.25906923925387615
129	0.9854639831569318
130	0.6081305074143555
131	0.9012631036289107
132	0.7854927546041071
133	0.4078259079853286
134	0.2327628475875424
135	0.9969235847035515
136	0.6778056416857527
137	0.9534960918365819
138	0.7374921262520248
139	0.7444375551973357
140	0.10969635098475583
141	0.9161894335126983
142	0.6729494377523273
143	0.21508558679534484
144	0.7560678918856478
145	0.3993040874508266
146	0.21047017066175489
147	0.03445568924503373
148	0.08135501052234806
149	0.8755366971648411
150	0.4367992752007618
151	0.8431305865221417
152	0.047272795868441464
153	0.5843019091681017
154	0.09217329050546663
155	0.33509648926197333
156	0.8642396379373928
157	0.4832380170992323
158	0.7849028167648626
159	0.1098996341005205
160	0.6952454782217462
161	0.7583644201049901
162	0.4300003257585323
163	0.6641639528587847
164	0.5685109851213492
165	0.1553597676009757
166	0.47114264548509666
167	0.029578078742293346
168	0.5110622286470663
169	0.9692946187670557
170	0.5984523629738282
171	0.6200524588436757
172	0.8661183733486439
173	0.08317023184662753
174	0.029604196884244427
175	0.4253356013237849
176	0.6929215555091084
177	0.5438788844363109
178	0.643778376751388
179	0.3433816484551182
180	0.34147538531229193
181	0.019173245867499356
182	0.1935888037623369
183	0.28078799178942826
184	0.5128721271119544
185	0.02305060679368187
186	0.30272525487201496
187	0.5501185661673498
188	0.5947400082373916
189	0.8106005902139375
190	0.7394484532954199
191	0.7028914487840604
192	0.4854333337106779
193	0.017317498389148644
194	0.5240841224083608
195	0.030974281552256566
196	0.8756557494766084
197	0.35975058090115297
198	0.8162117948652642
199	0.6322524635397122
200	0.6359489983074146
201	0.38694900677256305
202	0.9848904539786218
203	0.30386781707833843
204	0.11694270761624215
205	0.31099499659153784
206	0.1351668344491772
207	0.32382186751807174
208	0.3294600743743963
209	0.7529042524732195
210	0.5002489077698679
211	0.7826862871093009
212	0.10551322695868615
213	0.5995432150954985
214	0.7000494323595486
215	0.9019235886519015
216	0.7402877218236422
217	0.8262603932718944
218	0.7822897009234314
219	0.9043124580918359
220	0.752203577188852
221	0.8675222440558255
222	0.9590046263341913
223	0.21592866675555145
224	0.09630476647472597
225	0.17211379840101593
226	0.6490823295329402
227	0.267238571999561
228	0.8263002839963824
229	0.2850610780845576
230	0.745826839883473
231	0.885402287886598
232	0.19257577362046874
233	0.7122303664030029
234	0.39332180662654015
235	0.9852387786021232
236	0.10047573182135694
237	0.49105905027654895
238	0.993472065239728
239	0.7888115486628983
240	0.18996322988468106
241	0.9010636407462134
242	0.2797435378904908
243	0.9634160256888004
244	0.8723767282775197
245	0.4738530333729427
246	0.1399106228480066
247	0.9000132061086282
248	0.5397190631660477
249	0.9258456023488286
250	0.6918225911485751
251	0.8296982967515737
252	0.6050320505787358
253	0.5595445143934946
254	0.2493932659256598
255	0.4948109267923104
256	0.5422473062073537
257	0.549621358819795
258	0.32031869685517644
259	0.7034936491289822
260	0.18442772667445895
261	0.9328445483586263
262	0.6309950570605258
263	0.07791729352989041
264	0.5699956177195575
265	0.910813745258776
266	0.43371752694228827
267	0.3614941048670687
268	0.046891508869364995
269	0.5909846324072683
270	0.8391456929911221
271	0.8314351758325834
272	0.035756166507347587
273	0.8623533873964292
274	0.16928062983614256
275	0.5319694106321121
276	0.6290211023786056
277	0.0294795262162596
278	0.22826024071988082
279	0.9088414355985593
280	0.5808788649565794
281	0.22838006283931034
282	0.30922556774667886
283	0.9242525921130168
284	0.8929097663210175
285	0.08467133975758467
286	0.368350229540682
287	0.6512968792890157
288	0.9232325344053557
289	0.06043129211834597
290	0.8251821351282038
291	0.6284749961686167
292	0.9471967855561526
293	0.5360886802838192
294	0.881428775817162
295	0.9345091745543209
296	0.12206731201143939
297	0.35829750278820405
298	0.7717779397626277
299	0.3573653152527747
300	0.9589652013973291
301	0.3417452898086659
302	0.23279738079382106
303	0.759588417513033
304	0.35632854374309886
305	0.9091101774931462
306	0.40230222734882126
307	0.43737954486865516
308	0.3758510906487311
309	0.8622842142634937
310	0.3015767893654958
311	0.31266491440418553
312	0.8306176513234449
313	0.9290025208867467
314	0.5499642528427374
315	0.463200540481688
316	0.9672057318248409
317	0.13802891552820395
318	0.07395194054060428
319	0.7027197706995917
320	0.2460498616463379
321	0.7582088412288316
322	0.3082663645815159
323	0.428192673101071
324	0.9547864159476819
325	0.45411476863468836
326	0.5375778182861847
327	0.3837530337187067
328	0.8430882183369863
329	0.10841049449905649
330	0.10699461931688181
331	0.6000750313330493
332	0.5980006642090251
333	0.8584945350025451
334	0.10531537763142151
335	0.6130514407064594
336	0.36890623563194036
337	0.8594993443212869
338	0.17910754838874698
339	0.061988551782325985
340	0.9687867461311006
341	0.2612594367626866
342	0.5982110643580372
343	0.865533338140436
344	0.878619615750259
345	0.1597575658871906
346	0.7421224994418412
347	0.6410785909710293
348	0.500954857862066
349	0.5231959561189643
350	0.23981879571043951
351	0.19037421308001778
352	0.622054453064344
353	0.819589553837492
354	0.5931099855058616
355	0.6204377917884888
356	0.1313157703974157
357	0.5270636295457106
358	0.4860656770005567
359	0.3597517335620595
360	0.5816382290919947
361	0.08028234909979348
362	0.28987900036282155
363	0.8382133319561842
364	0.07992877124736564
365	0.07795050412295801
366	0.1401060385181946
367	0.5708855181606952
368	0.29339209064537985
369	0.636570511361107
370	0.9149804925020081
371	0.2381712958960608
372	0.5033872470860669
373	0.8282659313428963
374	0.34097991495789637
375	0.7620361448530134
376	0.13290608668969495
377	0.253556825439073
378	0.1096436673428165
379	0.2181214633965255
380	0.047127293038693674
381	0.9247533524990023
382	0.12745199219166004
383	0.357682846231413
384	0.7943909002600782
385	0.48432846329336154
386	0.6538878665693761
387	0.2655678331345457
388	0.050130198298590445
389	0.8663286643908711
390	0.9677771607724588
391	0.63344913898837
392	0.4335316678134393
393	0.5475461082032759
394	0.588632660141196
395	0.2336239065721133
396	0.09103649778167489
397	0.7828401522123131
398	0.1812597009977468
399	0.5642529880376338
400	0.23561407478236274
401	0.5067255457282458
402	0.8482278903979535
403	0.5459713040179829
404	0.6713092392161271
405	0.8366994301256557
406	0.5221438763960825
407	0.4545524004725955
408	0.27805997466174026
409	0.4383198272153537
410	0.14499168664802753
411	0.826691598103101
412	0.41012766186030913
413	0.5290981178768454
414	0.3512244633607625
415	0.05344943232827715
416	0.32197014193717377
417	0.6058672411824996
418	0.9093904551196084
419	0.1632627818780027
420	0.7106868306604232
421	0.43520001465568536
422	0.24673858039676377
423	0.665380940653508
424	0.29277858822204916
425	0.8930191715306836
426	0.602411394796393
427	0.7427018429358684
428	0.6315565378262757
429	0.46516089045218756
430	0.927766775942226
431	0.8263598208516775
432	0.2919022591564173
433	0.2830394624212562
434	0.7485444236059203
435	0.10178560655796809
436	0.027366632625468013
437	0.8205519104471998
438	0.4596802834053443
439	0.7029786438908628
440	0.4351359906742812
441	0.317304808896392
442	0.09316078872101086
443	0.783952821377135
444	0.7383852713232352
445	0.2861283636450809
446	0.5880232734191395
447	0.38074754991835613
448	0.22385475149654088
449	0.44256434420005175
450	0.9949429607665095
451	0.19705708747080342
452	0.013976450870005763
453	0.5929490461108037
454	0.8852977184209359
455	0.38728089835370816
456	0.07229538012874226
457	0.3776882283343247
458	0.4617741884277291
459	0.03547311845069279
460	0.09864779844200533
461	0.7495455193076822
462	0.22131937124760837
463	0.738165929092006
464	0.013812369763535837
465	0.5074298123045743
466	0.22244582243267885
467	0.16147234790404164
468	0.8227292818213192
469	0.5405464432815907
470	0.9090169840207791
471	0.2892220933298849
472	0.9623675170248723
473	0.8566524655246919
474	0.40028680796499383
475	0.8667546926945818
476	0.8989106000921925
477	0.7476726285507191
478	0.5517111852531935
479	0.3527239721190891
480	0.829025883592993
481	0.409217757353901
482	0.5348803383302463
483	0.09964827733451576
484	0.7949356575420334
485	0.23945428585996098
486	0.39127519774395525
487	0.9418439427193909
488	0.808550319391393
489	0.1993008133413302
490	0.276122870616364
491	0.18857053995364914
492	0.22989884607923905
493	0.3582987653884767
494	0.07047409908888214
495	0.2942755308995708
496	0.24124630514616752
497	0.6973485921194027
498	0.2494333461994359
499	0.2447061511278179
500	0.449804127484006
501	0.5837119653284409
502	0.07580249935115013
503	0.07157402537434332
504	0.6978777897654832
505	0.9071112525774112
506	0.7884006800314347
